"id","owner","blocks","price","state","desc"
51,0,"-46,-53",3000,0,"城市森林生活区"
52,0,"-46,-52",3000,0,"城市森林生活区"
53,0,"-46,-51",3000,0,"城市森林生活区"
54,0,"-46,-50",3000,0,"城市森林生活区"
55,0,"-54,-56",3000,0,"城市森林生活区"
56,0,"-53,-56",3000,0,"城市森林生活区"
57,0,"-52,-56",3000,0,"城市森林生活区"
58,0,"-51,-56",3000,0,"城市森林生活区"
59,0,"-50,-56",3000,0,"城市森林生活区"
60,0,"-49,-56",3000,0,"城市森林生活区"
61,0,"-48,-56",3000,0,"城市森林生活区"
62,0,"-47,-56",3000,0,"城市森林生活区"
63,0,"-46,-56",3000,0,"城市森林生活区"
64,0,"-45,-56",3000,0,"城市森林生活区"
65,0,"-45,-55",3000,0,"城市森林生活区"
66,0,"-45,-54",3000,0,"城市森林生活区"
67,0,"-45,-53",3000,0,"城市森林生活区"
68,0,"-45,-52",3000,0,"城市森林生活区"
69,0,"-45,-51",3000,0,"城市森林生活区"
70,0,"-45,-50",3000,0,"城市森林生活区"
71,0,"-42,-57",3000,0,"城市森林生活区"
72,0,"-43,-57",3000,0,"城市森林生活区"
73,0,"-44,-57",3000,0,"城市森林生活区"
74,0,"-45,-57",3000,0,"城市森林生活区"
75,0,"-46,-57",3000,0,"城市森林生活区"
76,0,"-47,-57",3000,0,"城市森林生活区"
77,0,"-48,-57",3000,0,"城市森林生活区"
78,0,"-49,-57",3000,0,"城市森林生活区"
79,0,"-50,-57",3000,0,"城市森林生活区"
80,0,"-51,-57",3000,0,"城市森林生活区"
81,0,"-52,-57",3000,0,"城市森林生活区"
82,0,"-44,-56",3000,0,"城市森林生活区"
83,0,"-44,-55",3000,0,"城市森林生活区"
84,0,"-44,-54",3000,0,"城市森林生活区"
85,0,"-44,-53",3000,0,"城市森林生活区"
86,0,"-44,-52",3000,0,"城市森林生活区"
87,0,"-44,-51",3000,0,"城市森林生活区"
88,0,"-44,-50",3000,0,"城市森林生活区"
89,0,"-53,-57",3000,0,"城市森林生活区"
90,0,"-43,-56",3000,0,"城市森林生活区"
91,0,"-43,-55",3000,0,"城市森林生活区"
92,0,"-43,-54",3000,0,"城市森林生活区"
93,0,"-43,-53",3000,0,"城市森林生活区"
94,0,"-43,-52",3000,0,"城市森林生活区"
95,0,"-43,-51",3000,0,"城市森林生活区"
96,0,"-43,-50",3000,0,"城市森林生活区"
97,0,"-54,-57",3000,0,"城市森林生活区"
98,0,"-42,-56",3000,0,"城市森林生活区"
99,0,"-42,-55",3000,0,"城市森林生活区"
100,0,"-42,-54",3000,0,"城市森林生活区"
101,0,"-42,-53",3000,0,"城市森林生活区"
102,0,"-42,-52",3000,0,"城市森林生活区"
103,0,"-42,-51",3000,0,"城市森林生活区"
104,0,"-42,-50",3000,0,"城市森林生活区"
105,0,"-50,-49",3000,0,"城市森林生活区"
106,0,"-50,-48",3000,0,"城市森林生活区"
107,0,"-49,-49",3000,0,"城市森林生活区"
108,0,"-49,-48",3000,0,"城市森林生活区"
109,0,"-48,-49",3000,0,"城市森林生活区"
110,0,"-48,-48",3000,0,"城市森林生活区"
111,0,"-47,-49",3000,0,"城市森林生活区"
112,0,"-47,-48",3000,0,"城市森林生活区"
113,0,"-46,-49",3000,0,"城市森林生活区"
114,0,"-46,-48",3000,0,"城市森林生活区"
115,0,"-45,-49",3000,0,"城市森林生活区"
116,0,"-45,-48",3000,0,"城市森林生活区"
117,0,"-44,-49",3000,0,"城市森林生活区"
118,0,"-44,-48",3000,0,"城市森林生活区"
119,0,"-43,-49",3000,0,"城市森林生活区"
120,0,"-43,-48",3000,0,"城市森林生活区"
121,0,"-42,-49",3000,0,"城市森林生活区"
122,0,"-42,-48",3000,0,"城市森林生活区"
123,0,"-49,-47",3000,0,"城市森林生活区"
124,0,"-48,-47",3000,0,"城市森林生活区"
125,0,"-47,-47",3000,0,"城市森林生活区"
126,0,"-46,-47",3000,0,"城市森林生活区"
127,0,"-45,-47",3000,0,"城市森林生活区"
128,0,"-44,-47",3000,0,"城市森林生活区"
129,0,"-43,-47",3000,0,"城市森林生活区"
130,0,"-42,-47",3000,0,"城市森林生活区"
131,0,"-41,-49",3000,0,"城市森林生活区"
132,0,"-41,-48",3000,0,"城市森林生活区"
133,0,"-41,-47",3000,0,"城市森林生活区"
134,0,"-40,-49",3000,0,"城市森林生活区"
135,0,"-40,-48",3000,0,"城市森林生活区"
136,0,"-40,-47",3000,0,"城市森林生活区"
137,0,"-39,-49",3000,0,"城市森林生活区"
138,0,"-39,-48",3000,0,"城市森林生活区"
139,0,"-39,-47",3000,0,"城市森林生活区"
140,0,"-38,-49",3000,0,"城市森林生活区"
141,0,"-38,-48",3000,0,"城市森林生活区"
142,0,"-38,-47",3000,0,"城市森林生活区"
143,0,"-51,-49",3000,0,"城市森林生活区"
144,0,"-51,-48",3000,0,"城市森林生活区"
145,0,"-52,-49",3000,0,"城市森林生活区"
146,0,"-41,-50",3000,0,"城市森林生活区"
147,0,"-40,-50",3000,0,"城市森林生活区"
148,0,"-41,-51",3000,0,"城市森林生活区"
149,0,"-40,-51",3000,0,"城市森林生活区"
150,0,"-39,-51",3000,0,"城市森林生活区"
151,0,"-39,-50",3000,0,"城市森林生活区"
152,0,"-38,-51",3000,0,"城市森林生活区"
153,0,"-38,-50",3000,0,"城市森林生活区"
154,0,"-37,-51",3000,0,"城市森林生活区"
155,0,"-37,-50",3000,0,"城市森林生活区"
156,0,"-36,-51",3000,0,"城市森林生活区"
157,0,"-36,-50",3000,0,"城市森林生活区"
158,0,"-41,-52",3000,0,"城市森林生活区"
159,0,"-40,-52",3000,0,"城市森林生活区"
160,0,"-39,-52",3000,0,"城市森林生活区"
161,0,"-38,-52",3000,0,"城市森林生活区"
162,0,"-37,-52",3000,0,"城市森林生活区"
163,0,"-36,-52",3000,0,"城市森林生活区"
164,0,"-35,-52",3000,0,"城市森林生活区"
165,0,"-35,-51",3000,0,"城市森林生活区"
166,0,"-35,-50",3000,0,"城市森林生活区"
167,0,"-34,-52",3000,0,"城市森林生活区"
168,0,"-34,-51",3000,0,"城市森林生活区"
169,0,"-34,-50",3000,0,"城市森林生活区"
170,0,"-33,-52",3000,0,"城市森林生活区"
171,0,"-33,-51",3000,0,"城市森林生活区"
172,0,"-33,-50",3000,0,"城市森林生活区"
173,0,"-32,-52",3000,0,"城市森林生活区"
174,0,"-32,-51",3000,0,"城市森林生活区"
175,0,"-32,-50",3000,0,"城市森林生活区"
176,0,"-31,-52",3000,0,"城市森林生活区"
177,0,"-31,-51",3000,0,"城市森林生活区"
178,0,"-31,-50",3000,0,"城市森林生活区"
179,0,"-41,-53",3000,0,"城市森林生活区"
180,0,"-40,-53",3000,0,"城市森林生活区"
181,0,"-39,-53",3000,0,"城市森林生活区"
182,0,"-38,-53",3000,0,"城市森林生活区"
183,0,"-37,-53",3000,0,"城市森林生活区"
184,0,"-36,-53",3000,0,"城市森林生活区"
185,0,"-35,-53",3000,0,"城市森林生活区"
186,0,"-34,-53",3000,0,"城市森林生活区"
187,0,"-33,-53",3000,0,"城市森林生活区"
188,0,"-32,-53",3000,0,"城市森林生活区"
189,0,"-31,-53",3000,0,"城市森林生活区"
190,0,"-30,-53",3000,0,"城市森林生活区"
191,0,"-30,-52",3000,0,"城市森林生活区"
192,0,"-30,-51",3000,0,"城市森林生活区"
193,0,"-30,-50",3000,0,"城市森林生活区"
194,0,"-29,-53",3000,0,"城市森林生活区"
195,0,"-29,-52",3000,0,"城市森林生活区"
196,0,"-29,-51",3000,0,"城市森林生活区"
197,0,"-29,-50",3000,0,"城市森林生活区"
198,0,"-41,-54",3000,0,"城市森林生活区"
199,0,"-40,-54",3000,0,"城市森林生活区"
200,0,"-39,-54",3000,0,"城市森林生活区"
201,0,"-38,-54",3000,0,"城市森林生活区"
202,0,"-37,-54",3000,0,"城市森林生活区"
203,0,"-36,-54",3000,0,"城市森林生活区"
204,0,"-35,-54",3000,0,"城市森林生活区"
205,0,"-34,-54",3000,0,"城市森林生活区"
206,0,"-33,-54",3000,0,"城市森林生活区"
207,0,"-32,-54",3000,0,"城市森林生活区"
208,0,"-31,-54",3000,0,"城市森林生活区"
209,0,"-30,-54",3000,0,"城市森林生活区"
210,0,"-29,-54",3000,0,"城市森林生活区"
211,0,"-41,-55",3000,0,"城市森林生活区"
212,0,"-40,-55",3000,0,"城市森林生活区"
213,0,"-39,-55",3000,0,"城市森林生活区"
214,0,"-38,-55",3000,0,"城市森林生活区"
215,0,"-37,-55",3000,0,"城市森林生活区"
216,0,"-36,-55",3000,0,"城市森林生活区"
217,0,"-35,-55",3000,0,"城市森林生活区"
218,0,"-34,-55",3000,0,"城市森林生活区"
219,0,"-33,-55",3000,0,"城市森林生活区"
220,0,"-32,-55",3000,0,"城市森林生活区"
221,0,"-31,-55",3000,0,"城市森林生活区"
222,0,"-30,-55",3000,0,"城市森林生活区"
223,0,"-29,-55",3000,0,"城市森林生活区"
224,0,"-41,-56",3000,0,"城市森林生活区"
225,0,"-40,-56",3000,0,"城市森林生活区"
226,0,"-39,-56",3000,0,"城市森林生活区"
227,0,"-38,-56",3000,0,"城市森林生活区"
228,0,"-37,-56",3000,0,"城市森林生活区"
229,0,"-36,-56",3000,0,"城市森林生活区"
230,0,"-35,-56",3000,0,"城市森林生活区"
231,0,"-34,-56",3000,0,"城市森林生活区"
232,0,"-33,-56",3000,0,"城市森林生活区"
233,0,"-32,-56",3000,0,"城市森林生活区"
234,0,"-31,-56",3000,0,"城市森林生活区"
235,0,"-30,-56",3000,0,"城市森林生活区"
236,0,"-29,-56",3000,0,"城市森林生活区"
237,0,"-41,-57",3000,0,"城市森林生活区"
238,0,"-40,-57",3000,0,"城市森林生活区"
239,0,"-39,-57",3000,0,"城市森林生活区"
240,0,"-38,-57",3000,0,"城市森林生活区"
241,0,"-37,-57",3000,0,"城市森林生活区"
242,0,"-36,-57",3000,0,"城市森林生活区"
243,0,"-35,-57",3000,0,"城市森林生活区"
244,0,"-34,-57",3000,0,"城市森林生活区"
245,0,"-33,-57",3000,0,"城市森林生活区"
246,0,"-32,-57",3000,0,"城市森林生活区"
247,0,"-31,-57",3000,0,"城市森林生活区"
248,0,"-30,-57",3000,0,"城市森林生活区"
249,0,"-29,-57",3000,0,"城市森林生活区"
250,0,"-29,-49",3000,0,"城市森林生活区"
251,0,"-29,-48",3000,0,"城市森林生活区"
252,0,"-30,-49",3000,0,"城市森林生活区"
253,0,"-30,-48",3000,0,"城市森林生活区"
254,0,"-30,-47",3000,0,"城市森林生活区"
255,0,"-29,-47",3000,0,"城市森林生活区"
256,0,"-30,-46",3000,0,"城市森林生活区"
257,0,"-29,-46",3000,0,"城市森林生活区"
258,0,"-30,-45",3000,0,"城市森林生活区"
259,0,"-29,-45",3000,0,"城市森林生活区"
260,0,"-30,-44",3000,0,"城市森林生活区"
261,0,"-29,-44",3000,0,"城市森林生活区"
262,0,"-30,-43",3000,0,"城市森林生活区"
263,0,"-29,-43",3000,0,"城市森林生活区"
264,0,"-30,-42",3000,0,"城市森林生活区"
265,0,"-29,-42",3000,0,"城市森林生活区"
266,0,"-30,-41",3000,0,"城市森林生活区"
267,0,"-29,-41",3000,0,"城市森林生活区"
268,0,"-30,-40",3000,0,"城市森林生活区"
269,0,"-29,-40",3000,0,"城市森林生活区"
270,0,"-30,-39",3000,0,"城市森林生活区"
271,0,"-29,-39",3000,0,"城市森林生活区"
272,0,"-30,-38",3000,0,"城市森林生活区"
273,0,"-29,-38",3000,0,"城市森林生活区"
274,0,"-30,-37",3000,0,"城市森林生活区"
275,0,"-29,-37",3000,0,"城市森林生活区"
276,0,"-31,-49",3000,0,"城市森林生活区"
277,0,"-31,-48",3000,0,"城市森林生活区"
278,0,"-31,-47",3000,0,"城市森林生活区"
279,0,"-31,-46",3000,0,"城市森林生活区"
280,0,"-31,-45",3000,0,"城市森林生活区"
281,0,"-31,-44",3000,0,"城市森林生活区"
282,0,"-31,-43",3000,0,"城市森林生活区"
283,0,"-31,-42",3000,0,"城市森林生活区"
284,0,"-31,-41",3000,0,"城市森林生活区"
285,0,"-31,-40",3000,0,"城市森林生活区"
286,0,"-31,-39",3000,0,"城市森林生活区"
287,0,"-31,-38",3000,0,"城市森林生活区"
288,0,"-31,-37",3000,0,"城市森林生活区"
289,0,"-32,-49",3000,0,"城市森林生活区"
290,0,"-32,-48",3000,0,"城市森林生活区"
291,0,"-32,-47",3000,0,"城市森林生活区"
292,0,"-32,-46",3000,0,"城市森林生活区"
293,0,"-32,-45",3000,0,"城市森林生活区"
294,0,"-32,-44",3000,0,"城市森林生活区"
295,0,"-32,-43",3000,0,"城市森林生活区"
296,0,"-32,-42",3000,0,"城市森林生活区"
297,0,"-32,-41",3000,0,"城市森林生活区"
298,0,"-32,-40",3000,0,"城市森林生活区"
299,0,"-32,-39",3000,0,"城市森林生活区"
300,0,"-32,-38",3000,0,"城市森林生活区"
301,0,"-32,-37",3000,0,"城市森林生活区"
302,0,"-33,-49",3000,0,"城市森林生活区"
303,0,"-33,-48",3000,0,"城市森林生活区"
304,0,"-33,-47",3000,0,"城市森林生活区"
305,0,"-33,-46",3000,0,"城市森林生活区"
306,0,"-33,-45",3000,0,"城市森林生活区"
307,0,"-33,-44",3000,0,"城市森林生活区"
308,0,"-33,-43",3000,0,"城市森林生活区"
309,0,"-33,-42",3000,0,"城市森林生活区"
310,0,"-33,-41",3000,0,"城市森林生活区"
311,0,"-33,-40",3000,0,"城市森林生活区"
312,0,"-33,-39",3000,0,"城市森林生活区"
313,0,"-33,-38",3000,0,"城市森林生活区"
314,0,"-33,-37",3000,0,"城市森林生活区"
315,0,"-34,-49",3000,0,"城市森林生活区"
316,0,"-34,-48",3000,0,"城市森林生活区"
317,0,"-34,-47",3000,0,"城市森林生活区"
318,0,"-34,-46",3000,0,"城市森林生活区"
319,0,"-34,-45",3000,0,"城市森林生活区"
320,0,"-34,-44",3000,0,"城市森林生活区"
321,0,"-34,-43",3000,0,"城市森林生活区"
322,0,"-34,-42",3000,0,"城市森林生活区"
323,0,"-34,-41",3000,0,"城市森林生活区"
324,0,"-34,-40",3000,0,"城市森林生活区"
325,0,"-34,-39",3000,0,"城市森林生活区"
326,0,"-34,-38",3000,0,"城市森林生活区"
327,0,"-34,-37",3000,0,"城市森林生活区"
328,0,"-35,-49",3000,0,"城市森林生活区"
329,0,"-35,-48",3000,0,"城市森林生活区"
330,0,"-35,-47",3000,0,"城市森林生活区"
331,0,"-35,-46",3000,0,"城市森林生活区"
332,0,"-35,-45",3000,0,"城市森林生活区"
333,0,"-35,-44",3000,0,"城市森林生活区"
334,0,"-35,-43",3000,0,"城市森林生活区"
335,0,"-35,-42",3000,0,"城市森林生活区"
336,0,"-35,-41",3000,0,"城市森林生活区"
337,0,"-35,-40",3000,0,"城市森林生活区"
338,0,"-35,-39",3000,0,"城市森林生活区"
339,0,"-35,-38",3000,0,"城市森林生活区"
340,0,"-35,-37",3000,0,"城市森林生活区"
341,0,"-36,-49",3000,0,"城市森林生活区"
342,0,"-36,-48",3000,0,"城市森林生活区"
343,0,"-36,-47",3000,0,"城市森林生活区"
344,0,"-36,-46",3000,0,"城市森林生活区"
345,0,"-36,-45",3000,0,"城市森林生活区"
346,0,"-36,-44",3000,0,"城市森林生活区"
347,0,"-36,-43",3000,0,"城市森林生活区"
348,0,"-36,-42",3000,0,"城市森林生活区"
349,0,"-36,-41",3000,0,"城市森林生活区"
350,0,"-36,-40",3000,0,"城市森林生活区"
351,0,"-36,-39",3000,0,"城市森林生活区"
352,0,"-36,-38",3000,0,"城市森林生活区"
353,0,"-36,-37",3000,0,"城市森林生活区"
354,0,"-37,-49",3000,0,"城市森林生活区"
355,0,"-37,-48",3000,0,"城市森林生活区"
356,0,"-37,-47",3000,0,"城市森林生活区"
357,0,"-37,-46",3000,0,"城市森林生活区"
358,0,"-37,-45",3000,0,"城市森林生活区"
359,0,"-37,-44",3000,0,"城市森林生活区"
360,0,"-37,-43",3000,0,"城市森林生活区"
361,0,"-37,-42",3000,0,"城市森林生活区"
362,0,"-37,-41",3000,0,"城市森林生活区"
363,0,"-37,-40",3000,0,"城市森林生活区"
364,0,"-37,-39",3000,0,"城市森林生活区"
365,0,"-37,-38",3000,0,"城市森林生活区"
366,0,"-37,-37",3000,0,"城市森林生活区"
367,0,"-38,-38",3000,0,"城市森林生活区"
368,0,"-38,-37",3000,0,"城市森林生活区"
369,0,"-38,-39",3000,0,"城市森林生活区"
370,0,"-38,-40",3000,0,"城市森林生活区"
371,0,"-39,-41",3000,0,"城市森林生活区"
372,0,"-39,-40",3000,0,"城市森林生活区"
373,0,"-39,-39",3000,0,"城市森林生活区"
374,0,"-39,-38",3000,0,"城市森林生活区"
375,0,"-39,-37",3000,0,"城市森林生活区"
376,0,"-38,-41",3000,0,"城市森林生活区"
377,0,"-39,-42",3000,0,"城市森林生活区"
378,0,"-38,-42",3000,0,"城市森林生活区"
379,0,"-39,-43",3000,0,"城市森林生活区"
380,0,"-38,-43",3000,0,"城市森林生活区"
381,0,"-39,-44",3000,0,"城市森林生活区"
382,0,"-38,-44",3000,0,"城市森林生活区"
383,0,"-40,-44",3000,0,"城市森林生活区"
384,0,"-40,-43",3000,0,"城市森林生活区"
385,0,"-40,-42",3000,0,"城市森林生活区"
386,0,"-40,-41",3000,0,"城市森林生活区"
387,0,"-40,-40",3000,0,"城市森林生活区"
388,0,"-40,-39",3000,0,"城市森林生活区"
389,0,"-40,-38",3000,0,"城市森林生活区"
390,0,"-40,-37",3000,0,"城市森林生活区"
391,0,"-40,-45",3000,0,"城市森林生活区"
392,0,"-39,-45",3000,0,"城市森林生活区"
393,0,"-38,-45",3000,0,"城市森林生活区"
394,0,"-38,-46",3000,0,"城市森林生活区"
395,0,"-39,-46",3000,0,"城市森林生活区"
396,0,"-40,-46",3000,0,"城市森林生活区"
397,0,"-41,-46",3000,0,"城市森林生活区"
398,0,"-41,-45",3000,0,"城市森林生活区"
399,0,"-41,-44",3000,0,"城市森林生活区"
400,0,"-41,-43",3000,0,"城市森林生活区"
401,0,"-41,-42",3000,0,"城市森林生活区"
402,0,"-41,-41",3000,0,"城市森林生活区"
403,0,"-41,-40",3000,0,"城市森林生活区"
404,0,"-41,-39",3000,0,"城市森林生活区"
405,0,"-41,-38",3000,0,"城市森林生活区"
406,0,"-42,-39",3000,0,"城市森林生活区"
407,0,"-42,-40",3000,0,"城市森林生活区"
408,0,"-42,-41",3000,0,"城市森林生活区"
409,0,"-42,-42",3000,0,"城市森林生活区"
410,0,"-42,-43",3000,0,"城市森林生活区"
411,0,"-42,-44",3000,0,"城市森林生活区"
412,0,"-42,-45",3000,0,"城市森林生活区"
413,0,"-42,-46",3000,0,"城市森林生活区"
414,0,"-43,-41",3000,0,"城市森林生活区"
415,0,"-43,-40",3000,0,"城市森林生活区"
416,0,"-43,-42",3000,0,"城市森林生活区"
417,0,"-43,-43",3000,0,"城市森林生活区"
418,0,"-43,-44",3000,0,"城市森林生活区"
419,0,"-43,-45",3000,0,"城市森林生活区"
420,0,"-44,-45",3000,0,"城市森林生活区"
421,0,"-44,-44",3000,0,"城市森林生活区"
422,0,"-44,-43",3000,0,"城市森林生活区"
423,0,"-44,-42",3000,0,"城市森林生活区"
424,0,"-44,-41",3000,0,"城市森林生活区"
425,0,"-44,-46",3000,0,"城市森林生活区"
426,0,"-43,-46",3000,0,"城市森林生活区"
427,0,"-45,-46",3000,0,"城市森林生活区"
428,0,"-45,-45",3000,0,"城市森林生活区"
429,0,"-45,-44",3000,0,"城市森林生活区"
430,0,"-45,-43",3000,0,"城市森林生活区"
431,0,"-45,-42",3000,0,"城市森林生活区"
432,0,"-46,-45",3000,0,"城市森林生活区"
433,0,"-46,-44",3000,0,"城市森林生活区"
434,0,"-46,-43",3000,0,"城市森林生活区"
435,0,"-47,-46",3000,0,"城市森林生活区"
436,0,"-47,-45",3000,0,"城市森林生活区"
437,0,"-47,-44",3000,0,"城市森林生活区"
438,0,"-48,-45",3000,0,"城市森林生活区"
439,0,"-46,-46",3000,0,"城市森林生活区"
440,0,"-48,-46",3000,0,"城市森林生活区"
441,0,"-49,-46",3000,0,"城市森林生活区"
442,0,"-29,-36",3000,0,"城市森林生活区"
443,0,"-29,-35",3000,0,"城市森林生活区"
444,0,"-29,-34",3000,0,"城市森林生活区"
445,0,"-29,-33",3000,0,"城市森林生活区"
446,0,"-29,-32",3000,0,"城市森林生活区"
447,0,"-30,-36",3000,0,"城市森林生活区"
448,0,"-30,-35",3000,0,"城市森林生活区"
449,0,"-30,-34",3000,0,"城市森林生活区"
450,0,"-30,-33",3000,0,"城市森林生活区"
451,0,"-30,-32",3000,0,"城市森林生活区"
452,0,"-30,-31",3000,0,"城市森林生活区"
453,0,"-29,-31",3000,0,"城市森林生活区"
454,0,"-31,-36",3000,0,"城市森林生活区"
455,0,"-31,-35",3000,0,"城市森林生活区"
456,0,"-31,-34",3000,0,"城市森林生活区"
457,0,"-31,-33",3000,0,"城市森林生活区"
458,0,"-31,-32",3000,0,"城市森林生活区"
459,0,"-31,-31",3000,0,"城市森林生活区"
460,0,"-32,-36",3000,0,"城市森林生活区"
461,0,"-32,-35",3000,0,"城市森林生活区"
462,0,"-32,-34",3000,0,"城市森林生活区"
463,0,"-32,-33",3000,0,"城市森林生活区"
464,0,"-32,-32",3000,0,"城市森林生活区"
465,0,"-32,-31",3000,0,"城市森林生活区"
466,0,"-33,-36",3000,0,"城市森林生活区"
467,0,"-33,-35",3000,0,"城市森林生活区"
468,0,"-33,-34",3000,0,"城市森林生活区"
469,0,"-33,-33",3000,0,"城市森林生活区"
470,0,"-33,-32",3000,0,"城市森林生活区"
471,0,"-33,-31",3000,0,"城市森林生活区"
472,0,"-34,-36",3000,0,"城市森林生活区"
473,0,"-34,-35",3000,0,"城市森林生活区"
474,0,"-34,-34",3000,0,"城市森林生活区"
475,0,"-34,-33",3000,0,"城市森林生活区"
476,0,"-34,-32",3000,0,"城市森林生活区"
477,0,"-34,-31",3000,0,"城市森林生活区"
478,0,"-35,-33",3000,0,"城市森林生活区"
479,0,"-35,-32",3000,0,"城市森林生活区"
480,0,"-35,-34",3000,0,"城市森林生活区"
481,0,"-35,-35",3000,0,"城市森林生活区"
482,0,"-37,-36",3000,0,"城市森林生活区"
483,0,"-36,-36",3000,0,"城市森林生活区"
484,0,"-36,-35",3000,0,"城市森林生活区"
485,0,"-36,-34",3000,0,"城市森林生活区"
486,0,"-36,-33",3000,0,"城市森林生活区"
487,0,"-35,-36",3000,0,"城市森林生活区"
488,0,"-37,-34",3000,0,"城市森林生活区"
489,0,"-37,-35",3000,0,"城市森林生活区"
490,0,"-38,-35",3000,0,"城市森林生活区"
491,0,"-38,-36",3000,0,"城市森林生活区"
492,0,"-39,-36",3000,0,"城市森林生活区"
493,0,"-54,-31",3000,0,"城市森林生活区"
494,0,"-53,-31",3000,0,"城市森林生活区"
495,0,"-52,-31",3000,0,"城市森林生活区"
496,0,"-54,-32",3000,0,"城市森林生活区"
497,0,"-53,-32",3000,0,"城市森林生活区"
498,0,"-52,-32",3000,0,"城市森林生活区"
499,0,"-51,-32",3000,0,"城市森林生活区"
500,0,"-51,-31",3000,0,"城市森林生活区"
501,0,"-50,-32",3000,0,"城市森林生活区"
502,0,"-50,-31",3000,0,"城市森林生活区"
503,0,"-49,-32",3000,0,"城市森林生活区"
504,0,"-49,-31",3000,0,"城市森林生活区"
505,0,"-48,-32",3000,0,"城市森林生活区"
506,0,"-48,-31",3000,0,"城市森林生活区"
507,0,"-47,-32",3000,0,"城市森林生活区"
508,0,"-47,-31",3000,0,"城市森林生活区"
509,0,"-46,-31",3000,0,"城市森林生活区"
510,0,"-46,-32",3000,0,"城市森林生活区"
511,0,"-52,-35",3000,0,"城市森林生活区"
512,0,"-53,-35",3000,0,"城市森林生活区"
513,0,"-54,-33",3000,0,"城市森林生活区"
514,0,"-53,-33",3000,0,"城市森林生活区"
515,0,"-52,-33",3000,0,"城市森林生活区"
516,0,"-51,-33",3000,0,"城市森林生活区"
517,0,"-50,-33",3000,0,"城市森林生活区"
518,0,"-49,-33",3000,0,"城市森林生活区"
519,0,"-48,-33",3000,0,"城市森林生活区"
520,0,"-47,-33",3000,0,"城市森林生活区"
521,0,"-46,-33",3000,0,"城市森林生活区"
522,0,"-54,-35",3000,0,"城市森林生活区"
523,0,"-54,-34",3000,0,"城市森林生活区"
524,0,"-53,-34",3000,0,"城市森林生活区"
525,0,"-52,-34",3000,0,"城市森林生活区"
526,0,"-51,-34",3000,0,"城市森林生活区"
527,0,"-50,-34",3000,0,"城市森林生活区"
528,0,"-49,-34",3000,0,"城市森林生活区"
529,0,"-48,-34",3000,0,"城市森林生活区"
530,0,"-47,-34",3000,0,"城市森林生活区"
531,0,"-46,-34",3000,0,"城市森林生活区"
532,0,"-51,-35",3000,0,"城市森林生活区"
533,0,"-50,-35",3000,0,"城市森林生活区"
534,0,"-49,-35",3000,0,"城市森林生活区"
535,0,"-48,-35",3000,0,"城市森林生活区"
536,0,"-47,-35",3000,0,"城市森林生活区"
537,0,"-46,-35",3000,0,"城市森林生活区"
